student_id,age,gender,major,GPA,course_load,avg_course_grade,attendance_rate,enrollment_status,lms_logins_past_month,avg_session_duration_minutes,assignment_submission_rate,forum_participation_count,video_completion_rate,risk_level
S293,18,Female,Business,2.46,5,92.7,0.91,Active,28,85,0.91,13,0.88,High
S294,19,Male,Engineering,3.91,6,95.4,0.63,Active,29,51,0.93,13,0.55,High
S295,19,Male,Business,2.3,4,63.5,0.93,Active,25,22,0.82,16,0.62,High
S296,21,Other,Arts,3.36,4,81.5,0.77,Graduated,19,35,0.72,1,0.7,Medium
S297,23,Other,Computer Science,2.45,6,96.5,0.84,Leave,37,27,0.83,7,0.59,High
S298,24,Male,Arts,2.86,3,75.5,0.64,Graduated,18,51,0.85,4,0.75,High
S299,22,Other,Business,3.44,3,93.2,0.73,Leave,26,60,0.95,6,0.74,High
S300,25,Other,Business,3.13,5,65.3,0.64,Graduated,24,25,0.98,15,0.98,High
S301,18,Other,Business,2.86,4,97.4,0.98,Graduated,39,12,0.76,15,0.72,Medium
S302,18,Female,Computer Science,2.65,6,90.1,0.92,Graduated,37,88,0.9,16,0.89,Medium
S303,20,Female,Engineering,3.68,3,97.7,0.78,Leave,22,54,0.98,6,0.97,Medium
S304,23,Other,Arts,2.29,5,87.1,0.69,Graduated,28,31,0.58,19,0.94,High
S305,19,Other,Arts,2.86,4,74.5,0.97,Active,14,32,0.51,7,0.6,Medium
S306,22,Female,Engineering,3.81,4,97.5,0.74,Graduated,2,68,0.93,7,0.75,High
S307,21,Female,Arts,3.69,5,71.0,0.66,Active,9,71,0.6,10,0.67,High
S308,19,Male,Computer Science,2.8,5,73.3,0.83,Leave,14,77,0.52,14,0.7,Medium
S309,25,Male,Arts,3.53,3,88.0,0.98,Leave,15,63,0.58,17,0.68,Low
S310,23,Female,Business,3.65,6,90.6,0.6,Graduated,16,66,0.69,5,0.91,High
S311,25,Other,Engineering,3.78,4,97.2,0.7,Graduated,18,32,0.61,11,0.73,High
S312,24,Other,Computer Science,3.09,6,68.2,0.98,Graduated,10,69,0.65,14,0.76,Low
S313,21,Other,Engineering,2.41,4,91.9,0.67,Active,4,82,0.99,5,0.99,High
S314,24,Other,Computer Science,2.51,4,89.5,0.65,Leave,4,64,0.85,17,0.53,High
S315,20,Male,Business,2.59,6,62.6,0.83,Active,13,89,0.86,19,0.74,Medium
S316,25,Female,Engineering,3.19,5,75.5,0.94,Active,25,72,0.55,8,0.89,Low
S317,20,Other,Arts,2.07,3,71.3,0.79,Graduated,7,65,0.87,7,0.58,High
S318,18,Male,Computer Science,3.27,4,72.2,1.0,Graduated,4,64,0.87,13,0.81,Low
S319,24,Other,Engineering,2.73,5,99.3,0.87,Active,6,34,0.83,18,0.62,Medium
S320,23,Female,Arts,2.59,4,85.7,0.63,Active,15,35,0.61,18,0.93,High
S321,25,Male,Engineering,3.76,3,88.7,1.0,Graduated,13,58,0.71,7,0.66,Low
S322,22,Female,Engineering,2.92,4,99.1,0.76,Graduated,36,72,0.92,1,0.66,Medium
S323,21,Female,Engineering,2.19,3,75.1,0.71,Active,3,54,0.84,3,0.8,High
S324,19,Male,Computer Science,3.65,3,92.1,0.82,Graduated,35,82,0.87,5,0.59,Medium
S325,23,Male,Arts,2.1,4,77.4,0.72,Graduated,16,88,0.79,2,0.64,High
S326,23,Male,Business,3.45,4,94.8,0.63,Active,35,48,0.72,2,0.71,High
S327,20,Male,Computer Science,3.55,3,67.2,0.6,Active,5,74,0.88,18,0.68,High
S328,24,Male,Computer Science,2.71,5,97.9,0.78,Leave,15,78,0.53,10,0.76,Medium
S329,25,Male,Computer Science,3.65,6,68.8,0.93,Active,28,65,0.84,9,0.8,Low
S330,25,Male,Business,3.03,3,73.0,0.83,Graduated,35,18,1.0,11,0.78,Medium
S331,18,Other,Arts,2.93,4,90.2,1.0,Active,37,79,0.89,13,0.83,Medium
S332,18,Female,Arts,2.09,4,75.8,0.71,Active,36,37,0.65,17,0.65,High
S333,21,Male,Arts,2.58,5,84.3,0.71,Active,9,54,0.64,8,0.56,High
S334,20,Other,Engineering,3.86,6,77.8,0.66,Leave,35,35,0.83,14,0.88,High
S335,23,Other,Engineering,2.78,3,89.7,0.67,Leave,28,37,0.95,2,0.93,High
S336,25,Other,Engineering,3.09,3,69.1,0.71,Graduated,13,49,0.79,10,0.63,High
S337,22,Female,Business,3.06,6,62.3,0.92,Leave,3,24,0.76,9,0.7,Low
S338,20,Male,Engineering,3.18,3,72.0,0.96,Active,35,15,0.58,17,0.75,Low
S339,21,Other,Business,2.12,6,79.0,0.99,Leave,12,36,0.86,3,0.77,High
S340,21,Female,Arts,2.72,4,66.7,0.69,Active,17,47,0.85,12,0.83,High
S341,20,Female,Engineering,3.45,6,74.2,0.95,Leave,32,77,0.98,5,0.52,Low
S342,21,Female,Engineering,2.4,3,76.0,0.73,Leave,20,84,0.65,12,0.86,High
S343,20,Other,Computer Science,2.41,6,62.3,0.65,Leave,15,73,0.88,19,0.53,High
S344,19,Male,Business,2.02,5,83.3,0.95,Active,14,39,0.72,4,0.73,High
S345,20,Other,Arts,2.87,4,95.4,0.85,Leave,4,12,0.78,19,0.91,Medium
S346,24,Other,Computer Science,3.77,4,66.1,0.67,Active,5,71,0.91,13,0.73,High
S347,20,Male,Computer Science,2.1,6,83.9,0.77,Active,37,21,0.61,12,0.57,High
S348,21,Male,Arts,2.38,3,86.6,0.71,Graduated,2,39,0.67,13,0.99,High
S349,25,Male,Computer Science,2.62,5,76.8,0.89,Leave,11,47,0.89,7,0.94,Medium
S350,24,Female,Business,3.46,4,88.0,0.78,Graduated,35,69,0.79,15,0.89,Medium
S351,21,Male,Business,3.28,4,76.4,1.0,Graduated,32,47,0.55,12,0.71,Low
S352,18,Other,Engineering,2.83,3,80.2,0.62,Active,35,24,0.72,14,0.59,High
S353,18,Male,Computer Science,3.52,3,60.3,0.74,Leave,32,27,0.79,18,0.97,High
S354,25,Other,Engineering,3.22,5,87.7,0.79,Active,30,61,0.95,0,0.77,Medium
S355,25,Female,Computer Science,3.79,6,86.5,0.8,Active,20,38,0.59,1,0.93,Medium
S356,24,Other,Business,3.64,3,61.5,0.73,Leave,26,69,0.9,17,0.67,High
S357,19,Other,Business,2.51,6,74.7,0.89,Active,26,30,0.57,18,0.67,Medium
S358,25,Male,Business,2.54,5,99.2,0.95,Leave,7,26,0.62,7,0.99,Medium
S359,18,Male,Computer Science,2.25,6,76.8,0.98,Leave,36,27,0.62,2,0.76,High
S360,20,Other,Business,2.67,4,80.1,0.92,Active,31,66,0.94,13,0.57,Medium
S361,21,Male,Computer Science,4.0,6,96.4,0.94,Active,25,46,0.6,8,0.61,Low
S362,18,Female,Engineering,2.81,5,88.7,0.82,Graduated,1,69,0.89,7,0.74,Medium
S363,18,Female,Computer Science,2.44,5,83.3,0.93,Active,11,47,0.73,16,0.52,High
S364,19,Male,Engineering,3.52,5,91.9,0.72,Leave,21,21,1.0,15,0.73,High
S365,24,Female,Computer Science,3.08,6,94.6,0.76,Graduated,16,84,0.92,9,0.71,Medium
S366,24,Male,Engineering,2.3,4,78.3,0.73,Leave,6,82,0.87,9,0.89,High
S367,23,Other,Business,2.76,3,79.0,0.79,Graduated,3,10,0.94,5,0.68,Medium
S368,19,Other,Engineering,2.83,4,75.4,0.71,Active,36,67,0.82,16,0.99,High
S369,20,Female,Business,3.51,6,98.7,0.98,Active,37,12,0.92,15,0.59,Low
S370,24,Male,Business,2.04,6,87.9,0.73,Active,31,72,0.63,14,0.8,High
S371,21,Male,Engineering,2.54,3,63.3,0.64,Leave,10,30,0.55,13,0.54,High
S372,25,Female,Computer Science,3.04,6,94.5,0.81,Graduated,0,32,0.81,3,0.87,Medium
S373,19,Other,Computer Science,2.54,5,79.2,0.62,Leave,24,18,0.72,3,1.0,High
S374,25,Female,Arts,3.26,5,62.8,0.64,Graduated,23,64,0.71,1,0.91,High
S375,18,Other,Computer Science,2.96,5,82.0,0.69,Active,16,28,0.76,10,0.78,High
S376,21,Male,Arts,2.72,5,76.7,0.79,Leave,7,71,0.68,3,0.74,Medium
S377,21,Other,Computer Science,3.9,5,95.1,0.77,Active,26,48,0.81,15,0.92,Medium
S378,18,Female,Computer Science,3.26,6,68.2,0.92,Leave,17,85,0.52,3,0.97,Low
S379,19,Male,Business,2.26,3,93.1,0.9,Active,26,36,0.98,0,0.99,High
S380,18,Female,Arts,3.12,3,82.3,0.77,Leave,21,55,0.96,18,0.7,Medium
S381,25,Female,Computer Science,3.56,5,62.2,0.73,Leave,15,43,0.97,1,1.0,High
S382,23,Other,Arts,3.42,6,98.9,0.73,Graduated,1,42,0.68,8,0.58,High
S383,21,Female,Business,2.34,4,80.5,0.91,Active,4,59,0.77,12,0.63,High
S384,22,Other,Business,3.94,4,71.6,0.62,Graduated,17,29,0.98,17,0.54,High
S385,22,Male,Arts,2.9,6,78.8,0.61,Graduated,2,49,0.95,15,0.64,High
S386,25,Other,Business,2.32,5,94.3,0.92,Active,26,67,0.9,15,0.88,High
S387,20,Male,Engineering,2.36,3,72.2,0.79,Leave,16,40,0.7,9,0.93,High
S388,24,Other,Engineering,2.2,6,67.7,0.65,Graduated,15,47,0.78,8,0.89,High
S389,18,Female,Business,3.61,4,65.2,0.69,Active,5,54,0.9,10,0.82,High
S390,18,Other,Engineering,2.24,4,71.9,0.97,Leave,6,50,0.64,3,0.76,High
S391,20,Other,Computer Science,2.25,4,91.2,0.94,Graduated,13,18,0.81,9,0.85,High
S392,20,Male,Arts,3.7,5,78.9,0.88,Graduated,37,18,0.91,2,0.7,Low
S393,25,Female,Computer Science,2.69,4,69.1,0.79,Graduated,39,72,0.85,5,0.92,Medium
S394,25,Other,Arts,2.06,6,66.6,0.81,Leave,14,88,0.74,2,0.84,High
S395,20,Female,Business,2.1,6,73.3,0.99,Graduated,32,86,0.79,8,0.85,High
S396,21,Other,Computer Science,2.28,4,97.6,0.99,Leave,26,31,0.99,2,0.77,High
S397,25,Other,Business,2.43,6,73.7,0.69,Graduated,28,25,0.8,17,0.94,High
S398,23,Female,Business,3.33,4,99.5,0.92,Active,36,41,0.89,7,0.63,Low
S399,25,Other,Arts,2.31,4,79.4,0.68,Graduated,4,75,0.86,7,0.69,High
S400,18,Female,Arts,2.24,3,67.2,0.69,Active,28,23,0.85,14,0.89,High
S401,25,Other,Arts,3.53,5,95.6,0.87,Active,31,47,0.86,12,0.75,Low
S402,21,Male,Computer Science,3.34,5,78.4,0.76,Active,5,17,0.73,6,0.94,Medium
S403,20,Female,Engineering,2.87,3,88.4,0.97,Leave,1,30,0.74,18,0.67,Medium
S404,18,Other,Arts,3.1,3,99.3,0.64,Active,5,65,0.73,7,0.68,High
S405,25,Other,Arts,2.62,5,62.0,0.8,Graduated,3,55,0.52,9,0.94,Medium
S406,21,Male,Computer Science,2.97,4,63.9,0.97,Leave,28,52,0.62,16,0.73,Medium
S407,23,Female,Arts,3.01,4,88.8,0.96,Active,24,55,0.58,0,0.76,Low
S408,25,Other,Computer Science,2.77,5,71.3,0.66,Leave,8,57,0.94,12,0.67,High
S409,21,Male,Business,3.81,4,67.4,0.75,Leave,2,79,0.64,12,0.64,Medium
S410,23,Other,Arts,2.03,3,61.6,0.85,Leave,25,40,0.57,15,0.83,High
S411,20,Female,Arts,3.56,4,60.9,0.66,Graduated,26,42,0.56,8,0.56,High
S412,25,Other,Business,2.25,4,91.0,0.99,Active,35,53,0.85,9,0.94,High
S413,23,Other,Business,3.6,6,65.4,0.97,Leave,31,80,0.5,5,0.89,Low
S414,18,Other,Business,3.23,6,78.7,0.67,Leave,0,17,0.74,4,0.6,High
S415,20,Other,Arts,3.69,6,84.2,0.65,Leave,15,82,0.56,1,0.85,High
S416,18,Male,Engineering,2.2,4,77.1,0.63,Active,10,11,0.92,10,0.8,High
S417,22,Male,Engineering,3.12,5,61.1,0.96,Leave,25,26,0.98,8,0.59,Low
S418,19,Female,Engineering,3.0,3,91.3,0.68,Leave,39,61,0.98,5,0.64,High
S419,25,Male,Arts,3.41,4,60.4,0.77,Graduated,0,54,0.72,7,0.7,Medium
S420,23,Male,Business,3.07,5,90.5,0.78,Active,25,46,0.82,8,0.85,Medium
S421,19,Female,Arts,3.08,4,95.7,0.84,Graduated,27,51,0.8,8,0.82,Medium
S422,19,Male,Business,2.86,3,77.3,0.63,Active,8,53,0.68,7,0.77,High
S423,23,Male,Arts,2.62,4,81.4,0.69,Active,21,47,0.72,11,0.88,High
S424,20,Female,Arts,2.96,3,79.1,0.97,Active,7,15,0.53,7,0.88,Medium
S425,25,Female,Business,2.24,4,75.6,0.96,Graduated,26,77,0.9,2,0.81,High
S426,22,Female,Engineering,3.92,3,95.5,0.91,Graduated,38,60,0.62,12,0.89,Low
S427,18,Other,Business,3.43,4,95.8,0.61,Graduated,18,44,0.73,18,0.67,High
S428,21,Other,Computer Science,3.9,3,73.4,0.73,Graduated,24,67,0.74,1,0.94,High
S429,18,Female,Computer Science,2.45,6,84.6,0.85,Leave,37,66,0.78,16,0.81,High
S430,21,Female,Business,3.76,4,97.1,0.71,Leave,20,82,0.91,15,0.91,High
S431,18,Female,Arts,3.62,4,98.5,0.96,Leave,23,15,0.85,3,0.77,Low
S432,23,Other,Computer Science,3.35,5,80.4,0.85,Active,23,22,0.83,17,0.61,Low
S433,22,Other,Computer Science,3.25,5,78.1,0.63,Leave,18,68,0.76,13,0.77,High
S434,25,Male,Arts,2.63,3,71.1,0.96,Active,1,39,0.55,1,0.69,Medium
S435,21,Male,Arts,3.63,4,98.4,0.98,Graduated,13,11,0.7,12,0.85,Low
S436,25,Female,Engineering,3.0,3,65.7,0.63,Active,31,67,0.98,19,0.74,High
S437,25,Other,Arts,2.14,6,83.2,0.81,Active,31,45,1.0,16,0.92,High
S438,25,Other,Business,2.63,5,71.3,0.72,Leave,27,81,0.87,14,0.84,High
S439,24,Other,Business,3.87,3,71.2,0.76,Graduated,38,54,0.61,19,0.84,Medium
S440,20,Female,Engineering,3.7,3,76.2,0.67,Graduated,39,18,0.55,4,0.61,High
S441,18,Male,Computer Science,3.96,5,100.0,0.83,Leave,39,74,0.71,6,0.99,Medium
S442,25,Female,Computer Science,3.26,4,62.2,0.98,Graduated,12,86,0.93,17,0.92,Low
S443,18,Male,Arts,2.5,3,83.1,0.8,Graduated,11,59,0.86,10,0.89,Medium
S444,25,Male,Business,2.33,5,63.3,0.63,Graduated,7,88,0.94,17,0.67,High
S445,21,Female,Computer Science,2.37,4,66.2,0.85,Leave,14,41,0.81,4,0.77,High
S446,20,Male,Engineering,2.04,6,77.6,0.74,Graduated,25,52,0.57,12,0.57,High
S447,20,Male,Engineering,2.78,5,80.4,0.94,Active,11,87,0.56,17,0.77,Medium
S448,23,Other,Business,2.38,3,70.4,0.77,Active,26,63,0.52,1,0.57,High
S449,24,Male,Engineering,2.82,6,72.7,0.68,Graduated,17,56,0.78,19,0.78,High
S450,23,Female,Engineering,3.87,4,63.5,0.68,Leave,35,23,0.62,3,0.82,High
S451,23,Female,Business,2.86,4,72.1,0.91,Leave,26,57,0.87,12,0.7,Medium
S452,23,Male,Arts,3.76,5,98.7,0.71,Leave,8,64,0.84,15,0.75,High
S453,23,Other,Arts,3.21,5,97.8,0.91,Graduated,38,38,0.66,5,0.94,Low
S454,23,Other,Engineering,2.49,5,73.4,0.68,Graduated,0,56,0.59,7,0.55,High
S455,22,Male,Arts,2.71,4,82.8,0.73,Active,6,72,0.55,15,0.9,High
S456,20,Male,Arts,2.17,6,96.4,0.79,Leave,25,28,0.87,12,0.59,High
S457,23,Female,Engineering,2.67,4,60.2,0.98,Active,6,18,0.73,3,0.52,Medium
S458,25,Male,Arts,3.36,3,92.4,0.97,Active,6,46,0.66,1,0.59,Low
S459,20,Other,Engineering,2.14,4,97.9,0.68,Leave,7,61,0.93,8,0.88,High
S460,20,Male,Computer Science,2.41,3,63.7,0.74,Graduated,15,66,0.8,17,0.7,High
S461,19,Female,Business,2.76,6,66.5,0.66,Graduated,2,37,0.76,16,0.94,High
S462,22,Female,Business,3.96,5,98.4,0.8,Active,9,45,0.87,7,0.76,Medium
S463,23,Female,Arts,3.57,5,81.5,0.78,Active,6,73,0.91,14,0.51,Medium
S464,18,Female,Arts,3.47,4,60.6,0.96,Active,20,27,0.84,8,0.86,Low
S465,21,Female,Arts,2.23,5,70.3,0.97,Active,36,44,0.72,16,0.56,High
S466,24,Male,Business,3.56,6,78.0,0.75,Leave,30,77,0.69,1,0.89,Medium
S467,25,Male,Computer Science,3.57,5,87.7,0.8,Active,22,87,0.89,5,0.58,Medium
S468,18,Male,Computer Science,3.2,4,89.3,0.96,Active,26,48,0.76,4,0.67,Low
S469,22,Male,Business,3.98,6,99.8,0.92,Graduated,21,17,0.85,16,0.88,Low
S470,21,Female,Computer Science,2.65,3,71.5,0.6,Graduated,38,89,0.95,1,0.98,High
S471,22,Other,Business,3.88,4,81.5,0.73,Graduated,26,24,0.96,17,0.69,High
S472,25,Male,Computer Science,3.83,3,81.3,0.77,Leave,3,16,0.64,9,0.91,Medium
S473,20,Other,Engineering,2.02,6,76.2,0.69,Leave,23,26,0.59,9,0.6,High
S474,21,Male,Engineering,2.9,4,66.8,0.68,Graduated,22,73,0.63,5,0.9,High
S475,20,Male,Business,3.95,4,99.1,0.62,Graduated,18,21,0.88,11,0.83,High
S476,25,Other,Computer Science,2.21,6,94.1,0.86,Active,2,65,0.69,16,0.6,High
S477,18,Female,Arts,3.1,5,79.9,0.71,Active,26,55,0.59,12,0.65,High
S478,25,Male,Computer Science,3.96,4,84.1,0.62,Leave,2,56,0.55,19,0.57,High
S479,18,Male,Engineering,3.11,4,69.1,0.69,Leave,27,88,0.66,15,0.69,High
S480,21,Male,Engineering,2.38,3,81.8,0.92,Active,16,25,0.57,9,0.6,High
S481,21,Other,Computer Science,3.16,5,87.8,0.94,Graduated,30,78,0.58,1,0.82,Low
S482,23,Female,Computer Science,2.41,3,80.6,0.79,Active,9,11,0.84,1,1.0,High
S483,22,Other,Arts,3.04,3,99.6,0.77,Leave,21,63,0.51,6,0.51,Medium
S484,23,Other,Arts,2.15,5,84.5,0.99,Leave,29,36,0.56,5,0.77,High
S485,22,Female,Computer Science,3.21,5,74.8,0.68,Active,20,40,0.92,0,0.79,High
S486,23,Other,Computer Science,3.03,6,90.9,0.69,Active,35,50,0.92,11,0.96,High
S487,20,Female,Computer Science,3.48,5,66.8,0.72,Active,22,45,0.66,12,0.75,High
S488,21,Male,Computer Science,3.26,4,75.4,0.67,Leave,37,56,0.54,11,0.77,High
S489,18,Female,Business,3.1,5,73.9,0.75,Graduated,11,52,0.85,18,0.74,Medium
S490,22,Male,Computer Science,3.38,6,77.3,0.96,Active,24,74,0.68,8,0.63,Low
S491,25,Other,Arts,2.29,6,91.3,0.85,Leave,19,59,0.52,9,0.53,High
S492,22,Other,Engineering,3.19,6,79.4,0.76,Leave,6,10,0.58,16,0.7,Medium
S493,18,Male,Business,2.34,5,91.8,0.97,Leave,28,81,0.57,17,0.53,High
S494,23,Other,Computer Science,3.85,5,83.1,0.62,Active,28,66,0.79,7,0.78,High
S495,22,Female,Engineering,2.14,3,73.7,0.68,Active,12,25,0.95,6,0.65,High
S496,24,Male,Business,2.86,3,92.4,0.83,Graduated,2,37,0.9,8,0.77,Medium
S497,20,Other,Engineering,3.39,4,69.5,0.85,Leave,1,31,0.77,9,0.57,Low
S498,21,Male,Computer Science,2.92,3,69.0,0.62,Active,15,50,0.71,11,0.97,High
S499,18,Female,Computer Science,2.18,4,80.2,0.76,Leave,29,85,0.81,14,0.95,High
S500,21,Female,Arts,3.11,6,70.4,0.86,Leave,37,28,0.72,14,0.59,Low
S501,24,Other,Computer Science,3.28,3,60.4,0.88,Graduated,5,59,0.62,3,0.67,Low
S502,22,Female,Computer Science,3.41,5,85.9,0.86,Active,6,68,0.84,3,0.81,Low
S503,22,Male,Business,2.75,3,80.4,0.73,Active,4,78,0.94,0,0.55,High
S504,25,Female,Arts,3.13,4,77.8,0.64,Leave,6,43,0.69,11,0.68,High
S505,24,Male,Business,2.9,3,98.7,0.77,Leave,33,48,0.92,1,0.63,Medium
S506,18,Male,Engineering,3.34,6,82.8,0.65,Graduated,31,83,0.72,14,0.96,High
S507,25,Female,Computer Science,3.17,5,94.5,0.98,Graduated,12,16,0.7,16,0.93,Low
S508,20,Other,Engineering,3.05,4,65.6,0.79,Graduated,29,61,0.51,6,0.79,Medium
S509,25,Female,Business,2.5,5,82.8,0.73,Graduated,24,69,0.85,5,0.76,High
S510,19,Male,Computer Science,2.0,5,94.7,0.91,Graduated,20,61,0.9,11,0.97,High
S511,18,Male,Computer Science,2.35,4,83.3,0.8,Graduated,20,88,0.83,18,0.97,High
S512,19,Female,Business,2.23,5,88.7,0.72,Leave,27,33,0.58,0,0.98,High
S513,24,Other,Business,2.9,5,74.9,0.92,Graduated,19,35,0.55,13,0.56,Medium
S514,23,Other,Business,3.22,3,63.7,0.95,Leave,33,19,0.79,3,0.58,Low
S515,19,Male,Business,2.43,5,78.3,0.87,Leave,4,26,0.7,4,0.84,High
S516,20,Male,Business,3.88,5,75.8,0.62,Active,17,87,0.71,0,0.77,High
S517,25,Other,Computer Science,2.01,5,94.7,0.83,Leave,38,11,0.98,0,0.51,High
S518,23,Female,Business,3.54,5,69.8,0.91,Leave,10,86,0.86,5,0.53,Low
S519,25,Male,Computer Science,3.25,4,98.7,0.65,Graduated,16,36,0.71,4,0.94,High
S520,19,Male,Computer Science,2.75,6,98.3,0.69,Leave,21,82,0.51,1,0.93,High
S521,25,Other,Business,2.1,3,69.9,0.95,Graduated,36,80,0.52,4,0.68,High
S522,24,Female,Business,3.25,5,73.9,0.61,Graduated,19,57,0.84,8,0.95,High
S523,23,Other,Arts,2.77,5,95.8,0.9,Graduated,5,83,0.92,18,0.8,Medium
S524,24,Female,Computer Science,3.87,4,98.7,0.79,Active,33,18,0.85,14,0.9,Medium
S525,19,Female,Business,3.08,6,77.7,0.78,Graduated,13,32,0.7,12,0.71,Medium
S526,24,Female,Business,3.88,5,72.8,0.6,Leave,22,80,0.52,11,0.56,High
S527,20,Male,Business,2.44,4,81.0,0.93,Graduated,19,82,0.98,4,0.72,High
S528,19,Other,Arts,3.45,3,87.5,0.74,Graduated,12,36,0.99,1,0.73,High
S529,19,Other,Arts,3.23,3,70.9,0.82,Graduated,31,80,0.77,3,0.78,Medium
S530,19,Female,Engineering,3.48,5,89.5,0.87,Active,25,52,0.54,17,0.55,Low
S531,18,Male,Computer Science,2.43,5,62.1,0.88,Leave,13,16,0.77,9,1.0,High
S532,25,Male,Engineering,3.33,6,62.0,0.98,Active,35,72,0.95,12,0.62,Low
S533,18,Other,Business,3.0,6,75.5,0.81,Leave,7,53,0.84,11,0.6,Medium
S534,18,Male,Arts,3.49,5,74.1,0.76,Active,39,48,0.86,1,0.76,Medium
S535,20,Male,Arts,2.65,4,72.6,0.98,Leave,21,49,0.54,14,0.77,Medium
S536,23,Female,Engineering,3.78,6,79.6,0.86,Active,21,16,0.55,13,0.72,Low
S537,25,Male,Arts,2.17,5,72.8,0.72,Graduated,15,79,0.56,9,0.89,High
S538,24,Female,Business,3.61,6,67.7,0.65,Active,26,34,0.95,7,0.76,High
S539,22,Other,Arts,3.72,5,72.4,0.94,Active,9,68,0.76,14,0.8,Low
S540,19,Male,Engineering,3.63,3,99.0,0.74,Graduated,24,22,0.9,12,0.86,High
S541,24,Other,Business,3.03,5,76.4,0.86,Graduated,30,71,0.56,7,0.51,Low
S542,19,Other,Engineering,2.88,3,77.8,0.79,Leave,20,17,0.96,13,0.79,Medium
S543,20,Male,Arts,3.99,6,83.1,0.68,Leave,26,54,0.91,0,0.94,High
S544,19,Male,Engineering,2.46,5,99.3,0.84,Leave,16,27,0.61,12,0.51,High
S545,18,Other,Engineering,3.09,6,69.7,0.62,Active,32,69,0.94,7,0.7,High
S546,25,Male,Computer Science,3.34,3,87.3,0.77,Leave,30,69,0.63,17,0.96,Medium
S547,22,Female,Arts,3.4,5,88.6,0.82,Active,25,11,0.6,8,0.68,Medium
S548,21,Female,Arts,2.41,6,84.3,0.77,Active,20,75,0.63,12,0.73,High
S549,19,Male,Engineering,3.31,3,63.5,0.9,Leave,35,23,0.95,2,0.99,Low
S550,24,Other,Computer Science,3.64,6,87.1,0.93,Leave,0,57,0.96,17,0.6,Low
S551,18,Male,Arts,2.1,4,62.6,0.91,Active,3,65,0.66,9,0.53,High
S552,21,Male,Business,3.82,3,83.8,0.62,Graduated,3,21,0.85,4,0.93,High
S553,22,Other,Engineering,2.06,3,89.6,0.68,Graduated,25,64,0.84,5,0.93,High
S554,21,Other,Arts,2.71,3,68.4,0.81,Active,3,37,0.9,7,0.74,Medium
S555,18,Female,Business,2.03,5,93.7,0.97,Leave,8,13,0.65,6,0.76,High
S556,25,Other,Arts,2.15,5,61.2,0.93,Active,29,45,0.76,17,0.92,High
S557,25,Female,Business,3.82,5,93.8,0.94,Active,3,59,0.83,13,0.87,Low
S558,23,Other,Engineering,2.71,4,78.4,0.72,Leave,4,12,0.51,14,0.63,High
S559,25,Male,Arts,2.85,4,68.7,0.77,Graduated,22,10,0.69,9,0.51,Medium
S560,23,Female,Arts,2.43,3,65.4,0.79,Active,15,26,0.85,11,0.74,High
S561,21,Female,Computer Science,3.19,4,98.1,0.66,Graduated,21,80,0.63,6,0.93,High
S562,20,Female,Engineering,3.19,6,62.9,0.61,Graduated,36,71,0.98,6,0.95,High
S563,24,Male,Business,2.74,3,68.0,0.98,Leave,7,57,0.52,10,0.98,Medium
S564,24,Male,Arts,2.67,3,73.9,0.7,Active,32,71,0.98,12,0.94,High
S565,21,Male,Arts,3.77,6,84.8,0.7,Active,37,78,0.61,14,0.79,High
S566,19,Male,Business,2.77,3,81.8,0.63,Graduated,15,28,0.52,17,0.72,High
S567,19,Male,Engineering,2.99,4,65.0,0.97,Graduated,4,43,0.65,6,0.89,Medium
S568,25,Female,Computer Science,2.57,5,71.6,0.83,Leave,15,58,0.89,5,0.87,Medium
S569,24,Male,Computer Science,3.57,6,69.6,0.87,Graduated,6,89,0.88,10,0.77,Low
S570,24,Female,Arts,2.79,4,68.5,0.96,Leave,0,56,0.6,7,0.54,Medium
S571,23,Male,Business,3.03,6,76.4,0.74,Active,8,59,0.6,19,0.96,High
S572,20,Other,Arts,2.51,6,88.2,0.85,Leave,17,35,0.82,0,0.73,Medium
S573,18,Female,Business,3.98,3,68.7,0.62,Graduated,2,65,0.73,7,0.68,High
S574,19,Other,Computer Science,2.58,3,74.7,0.67,Active,23,87,0.9,7,0.81,High
S575,24,Female,Engineering,3.54,4,75.6,0.93,Leave,27,23,0.51,18,0.84,Low
S576,23,Other,Business,2.85,6,99.1,0.91,Active,9,87,0.81,2,0.61,Medium
S577,22,Male,Computer Science,2.41,3,98.2,0.74,Leave,8,34,0.87,4,0.92,High
S578,23,Male,Arts,3.6,3,92.0,0.75,Graduated,12,13,1.0,2,0.64,Medium
S579,19,Male,Business,2.67,6,69.7,0.81,Graduated,34,88,0.84,14,0.59,Medium
S580,19,Female,Engineering,3.73,4,62.7,0.6,Active,22,41,0.62,13,0.7,High
S581,23,Other,Arts,3.83,4,72.7,0.7,Active,16,87,0.55,14,0.87,High
S582,18,Male,Arts,3.72,6,70.7,0.68,Active,6,74,0.82,16,0.98,High
S583,21,Other,Computer Science,2.07,4,80.2,0.7,Leave,15,70,0.76,17,0.9,High
S584,19,Other,Business,3.57,3,91.1,0.92,Graduated,39,29,0.95,1,0.97,Low
S585,23,Male,Arts,2.82,6,94.3,0.71,Active,35,83,0.86,11,0.57,High
S586,24,Male,Engineering,3.75,3,93.8,0.68,Active,19,19,0.75,15,0.54,High
S587,23,Other,Business,3.28,5,74.4,0.8,Active,23,43,0.7,3,0.78,Medium
